fraction,n_train,train_seconds,mean_inference_seconds,precision,recall,f1_score,iou,pixel_accuracy
0.25,35,157.12636591699993,1.6468411128754876,0.912378882892654,0.9256282386229178,0.9149162567194594,0.8475195754103383,0.9047326530612245
0.5,71,175.5013171669998,0.5300686858752973,0.8920002113684051,0.9239942060351743,0.8997002682805442,0.8255498691071952,0.8869108843537414
0.75,106,209.8421120000021,0.6345331267079928,0.9136317641628934,0.923056601231901,0.9140181043948561,0.846055735383357,0.9040367346938776
1.0,142,297.3612407090004,0.6821654947495214,0.9146803309857933,0.9261368803685663,0.9164423573577073,0.8499029138442842,0.9067482993197279
