sample_id,split,image_path,mask_path,inference_seconds,precision,recall,f1_score,iou,pixel_accuracy
fpww0180049_rgb1_20170308_113954_6,test,data/ews/test/FPWW0180049_RGB1_20170308_113954_6.png,data/ews/test/FPWW0180049_RGB1_20170308_113954_6_mask.png,0.020119374999922,0.9367037098039975,0.8347363604182316,0.8827853210003926,0.7901662389460091,0.7904163265306122
fpww0180049_rgb1_20170315_102908_6,test,data/ews/test/FPWW0180049_RGB1_20170315_102908_6.png,data/ews/test/FPWW0180049_RGB1_20170315_102908_6_mask.png,0.02133470899934764,0.9090301322763956,0.8440412532035081,0.8753310771041789,0.778301115363229,0.7786775510204081
fpww0180049_rgb1_20170329_143149_6,test,data/ews/test/FPWW0180049_RGB1_20170329_143149_6.png,data/ews/test/FPWW0180049_RGB1_20170329_143149_6_mask.png,0.021230750000540866,0.6632779473556495,0.5479136994250146,0.6001016847311132,0.42867519603796944,0.43497142857142856
fpww0180049_rgb1_20170412_132427_6,test,data/ews/test/FPWW0180049_RGB1_20170412_132427_6.png,data/ews/test/FPWW0180049_RGB1_20170412_132427_6_mask.png,0.021072750001621898,0.4660933690734654,0.5043905128171473,0.4844863018016314,0.3196845415370281,0.3324244897959184
fpww0180049_rgb1_20170420_111709_6,test,data/ews/test/FPWW0180049_RGB1_20170420_111709_6.png,data/ews/test/FPWW0180049_RGB1_20170420_111709_6_mask.png,0.020514083000307437,0.3214063789729464,0.7457659945339904,0.4492131802037695,0.2896679121007715,0.30626938775510204
fpww0180049_rgb1_20170517_142522_6,test,data/ews/test/FPWW0180049_RGB1_20170517_142522_6.png,data/ews/test/FPWW0180049_RGB1_20170517_142522_6_mask.png,0.020537874999718042,0.3722557517822424,0.7040044429974912,0.4870006425160132,0.3218776267862146,0.3677795918367347
fpww0180094_rgb1_20170308_114711_6,test,data/ews/test/FPWW0180094_RGB1_20170308_114711_6.png,data/ews/test/FPWW0180094_RGB1_20170308_114711_6_mask.png,0.02041083400035859,0.9757975306879817,0.9132525694438647,0.9434896428586831,0.8930245089234689,0.8930367346938776
fpww0180135_rgb1_20170505_154117_6,test,data/ews/test/FPWW0180135_RGB1_20170505_154117_6.png,data/ews/test/FPWW0180135_RGB1_20170505_154117_6_mask.png,0.021237458000541665,0.42669625999276906,0.6941299482102306,0.5285077216835322,0.35916445466380376,0.3811673469387755
fpww0180139_rgb1_20170412_134921_6,test,data/ews/test/FPWW0180139_RGB1_20170412_134921_6.png,data/ews/test/FPWW0180139_RGB1_20170412_134921_6_mask.png,0.020700541001133388,0.5053392386490232,0.44170526065787913,0.4713843970193137,0.30837340407892555,0.3189877551020408
fpww0180151_rgb1_20170420_130936_6,test,data/ews/test/FPWW0180151_RGB1_20170420_130936_6.png,data/ews/test/FPWW0180151_RGB1_20170420_130936_6_mask.png,0.020191499999782536,0.31703301592951855,0.4994917452416839,0.38787647835377054,0.24059972647610042,0.2656816326530612
fpww0180357_rgb1_20170405_173042_6,test,data/ews/test/FPWW0180357_RGB1_20170405_173042_6.png,data/ews/test/FPWW0180357_RGB1_20170405_173042_6_mask.png,0.02076787500118371,0.6233336888130532,0.4999625776513734,0.5548732370967646,0.38396163668163863,0.38756734693877554
fpww0180367_rgb1_20170323_154909_6,test,data/ews/test/FPWW0180367_RGB1_20170323_154909_6.png,data/ews/test/FPWW0180367_RGB1_20170323_154909_6_mask.png,0.021610749998217216,0.8293299911462705,0.6706026740056158,0.7415678351660215,0.58927914899875,0.5896244897959184
fpww0180367_rgb1_20170329_143316_6,test,data/ews/test/FPWW0180367_RGB1_20170329_143316_6.png,data/ews/test/FPWW0180367_RGB1_20170329_143316_6_mask.png,0.02060808399983216,0.677426459454623,0.5019020325742201,0.5766022261277095,0.40508861030398313,0.41000816326530615
fpww0180367_rgb1_20170405_173248_6,test,data/ews/test/FPWW0180367_RGB1_20170405_173248_6.png,data/ews/test/FPWW0180367_RGB1_20170405_173248_6_mask.png,0.020577874998707557,0.3655042309742861,0.36493052712035595,0.3652171537458082,0.22340407754010697,0.2412816326530612
fpww0180367_rgb1_20170412_145913_6,test,data/ews/test/FPWW0180367_RGB1_20170412_145913_6.png,data/ews/test/FPWW0180367_RGB1_20170412_145913_6_mask.png,0.021344125001633074,0.3790496260102355,0.49982441943905825,0.43113859202043947,0.27480986518476236,0.2947836734693878
fpww0180367_rgb1_20170505_163137_6,test,data/ews/test/FPWW0180367_RGB1_20170505_163137_6.png,data/ews/test/FPWW0180367_RGB1_20170505_163137_6_mask.png,0.02060058400093112,0.16380367367832102,0.31379703534777653,0.2152471979539002,0.12060336742832602,0.18095510204081633
