sample_id,split,image_path,mask_path,inference_seconds,precision,recall,f1_score,iou,pixel_accuracy
fpww0180049_rgb1_20170308_113954_6,test,data/ews/test/FPWW0180049_RGB1_20170308_113954_6.png,data/ews/test/FPWW0180049_RGB1_20170308_113954_6_mask.png,0.020320541996625252,0.9563325330132053,0.9904421477970317,0.9730885215864411,0.9475875399598543,0.948204081632653
fpww0180049_rgb1_20170315_102908_6,test,data/ews/test/FPWW0180049_RGB1_20170315_102908_6.png,data/ews/test/FPWW0180049_RGB1_20170315_102908_6_mask.png,0.030603540999436518,0.9322744980521427,0.9931628933996648,0.9617559542977858,0.9263293714796159,0.9272897959183674
fpww0180049_rgb1_20170329_143149_6,test,data/ews/test/FPWW0180049_RGB1_20170329_143149_6.png,data/ews/test/FPWW0180049_RGB1_20170329_143149_6_mask.png,0.023829041001590667,0.9169252367824043,0.9508994039141214,0.9336033395137817,0.8754747404104866,0.8953469387755102
fpww0180049_rgb1_20170412_132427_6,test,data/ews/test/FPWW0180049_RGB1_20170412_132427_6.png,data/ews/test/FPWW0180049_RGB1_20170412_132427_6_mask.png,0.03293308299907949,0.9357927192080921,0.9082914407969863,0.9218370133546474,0.8550071044665473,0.9042040816326531
fpww0180049_rgb1_20170420_111709_6,test,data/ews/test/FPWW0180049_RGB1_20170420_111709_6.png,data/ews/test/FPWW0180049_RGB1_20170420_111709_6_mask.png,0.03464745900055277,0.9184334443551165,0.8604445974735846,0.8884938447180126,0.7993602558976409,0.9180734693877551
fpww0180049_rgb1_20170517_142522_6,test,data/ews/test/FPWW0180049_RGB1_20170517_142522_6.png,data/ews/test/FPWW0180049_RGB1_20170517_142522_6_mask.png,0.024254125000879867,0.8289377361850305,0.8023632150449087,0.8154340210198521,0.688382104069796,0.8451755102040817
fpww0180094_rgb1_20170308_114711_6,test,data/ews/test/FPWW0180094_RGB1_20170308_114711_6.png,data/ews/test/FPWW0180094_RGB1_20170308_114711_6_mask.png,0.02597795800102176,0.9793085859084477,0.9938216459469162,0.9865117416221546,0.9733825068690305,0.9734285714285714
fpww0180135_rgb1_20170505_154117_6,test,data/ews/test/FPWW0180135_RGB1_20170505_154117_6.png,data/ews/test/FPWW0180135_RGB1_20170505_154117_6_mask.png,0.02007650000086869,0.8693645564360549,0.9570978124132072,0.9111240716979666,0.8367565560189681,0.9067020408163265
fpww0180139_rgb1_20170412_134921_6,test,data/ews/test/FPWW0180139_RGB1_20170412_134921_6.png,data/ews/test/FPWW0180139_RGB1_20170412_134921_6_mask.png,0.028686915997241158,0.912044284126228,0.954803467521672,0.9329341873201522,0.8742986385977122,0.9056326530612245
fpww0180151_rgb1_20170420_130936_6,test,data/ews/test/FPWW0180151_RGB1_20170420_130936_6.png,data/ews/test/FPWW0180151_RGB1_20170420_130936_6_mask.png,0.032342041999072535,0.9642792613739024,0.9353464895369624,0.949592541190705,0.9040230371813331,0.9537469387755102
fpww0180357_rgb1_20170405_173042_6,test,data/ews/test/FPWW0180357_RGB1_20170405_173042_6.png,data/ews/test/FPWW0180357_RGB1_20170405_173042_6_mask.png,0.026764416998048546,0.9601067789760279,0.965229292076085,0.9626612210948372,0.9280104442936739,0.9428326530612244
fpww0180367_rgb1_20170323_154909_6,test,data/ews/test/FPWW0180367_RGB1_20170323_154909_6.png,data/ews/test/FPWW0180367_RGB1_20170323_154909_6_mask.png,0.02442408400020213,0.974356332712066,0.9672629562824255,0.9707966872739997,0.9432506437456932,0.9489061224489795
fpww0180367_rgb1_20170329_143316_6,test,data/ews/test/FPWW0180367_RGB1_20170329_143316_6.png,data/ews/test/FPWW0180367_RGB1_20170329_143316_6_mask.png,0.02808379199996125,0.9049703419732601,0.9678133254464423,0.9353374565704853,0.8785295043418689,0.8928897959183674
fpww0180367_rgb1_20170405_173248_6,test,data/ews/test/FPWW0180367_RGB1_20170405_173248_6.png,data/ews/test/FPWW0180367_RGB1_20170405_173248_6_mask.png,0.03378566700121155,0.9786549083030729,0.8754811235771026,0.9241974525963922,0.8590772115449006,0.9141061224489796
fpww0180367_rgb1_20170412_145913_6,test,data/ews/test/FPWW0180367_RGB1_20170412_145913_6.png,data/ews/test/FPWW0180367_RGB1_20170412_145913_6_mask.png,0.030561667001165915,0.9286130253324274,0.8764523565964853,0.9017790519577426,0.8211271634959233,0.8979183673469388
fpww0180367_rgb1_20170505_163137_6,test,data/ews/test/FPWW0180367_RGB1_20170505_163137_6.png,data/ews/test/FPWW0180367_RGB1_20170505_163137_6_mask.png,0.022714833001373336,0.90005790387956,0.8862029646522235,0.8930767020970986,0.8068099242188311,0.9240408163265306
fpww0180374_rgb1_20170222_133502_6,test,data/ews/test/FPWW0180374_RGB1_20170222_133502_6.png,data/ews/test/FPWW0180374_RGB1_20170222_133502_6_mask.png,0.034396499999274965,0.985312026858008,0.9942293960377954,0.9897506261210253,0.9797092200322361,0.9797551020408163
fpww0180375_rgb1_20170222_133519_6,test,data/ews/test/FPWW0180375_RGB1_20170222_133519_6.png,data/ews/test/FPWW0180375_RGB1_20170222_133519_6_mask.png,0.030282291998446453,0.9799152598042435,0.9944916207635064,0.9871496341761,0.9746253419902814,0.9746367346938776
fpww0180546_rgb1_20170505_135217_6,test,data/ews/test/FPWW0180546_RGB1_20170505_135217_6.png,data/ews/test/FPWW0180546_RGB1_20170505_135217_6_mask.png,0.020459292001760332,0.8825191207882588,0.9286767371601209,0.9050097745954732,0.8265003226500323,0.9341551020408163
fpww0180591_rgb1_20170510_160229_6,test,data/ews/test/FPWW0180591_RGB1_20170510_160229_6.png,data/ews/test/FPWW0180591_RGB1_20170510_160229_6_mask.png,0.029806042002746835,0.8549713844058814,0.9210578486182149,0.8867850700972485,0.7965982545479485,0.9031591836734694
fpww0180608_rgb1_20170517_164913_6,test,data/ews/test/FPWW0180608_RGB1_20170517_164913_6.png,data/ews/test/FPWW0180608_RGB1_20170517_164913_6_mask.png,0.03121054200164508,0.8751325099228361,0.9400455484349346,0.9064283434407916,0.8288696383122797,0.8803428571428571
fpww0180665_rgb1_20170510_162129_6,test,data/ews/test/FPWW0180665_RGB1_20170510_162129_6.png,data/ews/test/FPWW0180665_RGB1_20170510_162129_6_mask.png,0.028307208998739952,0.8193083678060817,0.9535242197727944,0.8813357534594141,0.7878465376764311,0.900734693877551
fpww0180741_rgb1_20170308_135245_6,test,data/ews/test/FPWW0180741_RGB1_20170308_135245_6.png,data/ews/test/FPWW0180741_RGB1_20170308_135245_6_mask.png,0.03260141699865926,0.9745097070592303,0.993761806809118,0.9840416024076851,0.9685845451346552,0.968661224489796
fpww0180755_rgb1_20170323_173949_6,test,data/ews/test/FPWW0180755_RGB1_20170323_173949_6.png,data/ews/test/FPWW0180755_RGB1_20170323_173949_6_mask.png,0.025390250000782544,0.9073603825693685,0.9844845096481614,0.9443504010108463,0.8945680478779295,0.905804081632653
