fraction,n_train,train_seconds,mean_inference_seconds,precision,recall,f1_score,iou,pixel_accuracy
0.25,35,73.38564641599805,0.03441160600020036,0.8954519776194136,0.9477088705828594,0.9174638775183732,0.8519784002920485,0.9045530612244898
0.5,71,127.00568541699977,0.030843822999486292,0.9066008588750907,0.9504305737856519,0.9267114440528097,0.8666341450220943,0.9153639455782313
0.75,106,179.4716179590032,0.03404768037444228,0.9208812101276125,0.9370577306468074,0.9274764784037703,0.8686014100193005,0.9192445578231292
1.0,142,136.08271824999974,0.0202834426663685,0.9224783710762895,0.941474450821686,0.93112812555086,0.8739461939505696,0.9227394557823129
